Experimento,tA,tM,archivos,tiempoA,tiempoM
<<<<<<< HEAD
Lectura,1,1,"['instancias/primeraLetraIguala.txt', 'instancias/primeraLetraIgualb.txt', 'instancias/primeraLetraIgualc.txt', 'instancias/primeraLetraIguald.txt', 'instancias/primeraLetraIguale.txt', 'instancias/primeraLetraIgualf.txt', 'instancias/primeraLetraIgualg.txt', 'instancias/primeraLetraIgualh.txt', 'instancias/primeraLetraIguali.txt', 'instancias/primeraLetraIgualj.txt', 'instancias/primeraLetraIgualk.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIgualm.txt', 'instancias/primeraLetraIgualn.txt', 'instancias/primeraLetraIgualo.txt', 'instancias/primeraLetraIgualp.txt', 'instancias/primeraLetraIgualq.txt', 'instancias/primeraLetraIgualr.txt', 'instancias/primeraLetraIguals.txt', 'instancias/primeraLetraIgualt.txt', 'instancias/primeraLetraIgualu.txt', 'instancias/primeraLetraIgualv.txt', 'instancias/primeraLetraIgualw.txt', 'instancias/primeraLetraIgualx.txt', 'instancias/primeraLetraIgualy.txt', 'instancias/primeraLetraIgualz.txt']",1424.67,1.06076
Lectura,43,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1252.2,0.104675
Lectura,44,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1314.3,0.078534
Lectura,45,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1255.39,0.100386
Lectura,46,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1354.16,0.098565
Lectura,47,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1217.99,0.089294
Lectura,48,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1269.15,0.116152
Lectura,49,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1193.88,0.129006
Lectura,50,1,"['instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt', 'instancias/primeraLetraIguall.txt']",1188.88,0.108899
Lectura,1,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",1933.88,1.09949
Lectura,2,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",1096.19,1.26272
Lectura,3,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",933.758,1.0759
Lectura,4,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",894.324,1.13903
Lectura,5,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",909.683,1.13763
Lectura,6,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",890.612,1.08694
Lectura,7,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",837.306,1.09411
Lectura,8,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",850.275,1.3834
Lectura,9,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",844.141,1.15238
Lectura,10,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",837.925,1.11354
Lectura,11,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",833.179,1.11316
Lectura,12,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",844.735,1.10549
Lectura,13,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",837.63,1.09407
Lectura,14,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",829.948,1.00823
Lectura,15,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",829.404,1.12334
Lectura,16,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",844.793,1.09161
Lectura,17,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",838.43,1.09987
Lectura,18,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",847.712,1.3745
Lectura,19,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",844.639,1.13996
Lectura,20,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",847.98,1.12254
Lectura,21,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",843.049,1.15638
Lectura,22,1,"['instancias/dummyText1.txt', 'instancias/dummyText2.txt', 'instancias/dummyText3.txt', 'instancias/dummyText4.txt', 'instancias/dummyText5.txt', 'instancias/dummyText6.txt', 'instancias/dummyText7.txt', 'instancias/dummyText8.txt', 'instancias/dummyText9.txt', 'instancias/dummyText10.txt', 'instancias/dummyText11.txt', 'instancias/dummyText12.txt', 'instancias/dummyText13.txt', 'instancias/dummyText14.txt', 'instancias/dummyText15.txt', 'instancias/dummyText16.txt', 'instancias/dummyText17.txt', 'instancias/dummyText18.txt', 'instancias/dummyText19.txt', 'instancias/dummyText20.txt', 'instancias/dummyText21.txt', 'instancias/dummyText22.txt', 'instancias/dummyText23.txt', 'instancias/dummyText24.txt', 'instancias/dummyText25.txt', 'instancias/dummyText26.txt']",859.157,1.20206
